Simulation_name,Snapshot,Step,Time_(s),sps,tps,T,F1p0_tof_data,F2p0_tof_data,F3p0_tof_data,F4p0_tof_data,F5p0_tof_data,F6p0_tof_data,F7p0_tof_data,R1p0_tof_data,R2p0_tof_data,R3p0_tof_data,R4p0_tof_data,R5p0_tof_data,R6p0_tof_data,R7p0_tof_data,F1p0_tof_integ,F2p0_tof_integ,F3p0_tof_integ,F4p0_tof_integ,F5p0_tof_integ,F6p0_tof_integ,F7p0_tof_integ,R1p0_tof_integ,R2p0_tof_integ,R3p0_tof_integ,R4p0_tof_integ,R5p0_tof_integ,R6p0_tof_integ,R7p0_tof_integ,A1_Site_coord,B1_Site_coord,B2_Site_coord,C1_Site_coord,C2_Site_coord,D1_Site_coord,D2_Site_coord,E1_Site_coord
test_reaction,11,4400000,14.42201614,400000,2.837332813,600,0.182389601,0.189438475,0.170935182,0.195606239,19.56767276,76.47410941,79.43551738,0.187676256,0.195606239,0.1726974,0.192962911,19.56767276,76.47146608,79.43992292,0.182480642,0.1953626,0.183675569,0.184902119,19.53626001,76.60457528,78.98852004,0.1953626,0.183675569,0.184902119,0.197269333,19.33557207,76.55574473,79.53577451,0.1975,0.195,0.0225,0.1825,0.0175,0.1925,0.01,0.1825
test_reaction,12,4800000,17.06502938,400000,2.643013243,600,0.196745136,0.187286235,0.210933487,0.207149927,18.49688046,81.73436157,88.1465504,0.192015686,0.180665005,0.213771157,0.206204037,18.49971813,81.73530746,88.14844218,0.202814806,0.185813538,0.188205534,0.186368958,18.5813538,82.11287599,88.19409816,0.185813538,0.188205534,0.186368958,0.18098572,18.50569037,81.88887257,87.71920511,0.185,0.1975,0.015,0.21,0.015,0.1875,0.005,0.185
test_reaction,13,5200000,19.50850106,400000,2.44347168,600,0.186210466,0.192349272,0.220997036,0.19644181,18.53203389,87.49641001,97.83006773,0.177002256,0.17802539,0.199511213,0.193372407,18.53101076,87.49743315,97.82290579,0.163382583,0.187150906,0.204636792,0.206500419,18.7150906,87.38620523,97.55620891,0.187150906,0.204636792,0.206500419,0.178653307,18.40066485,87.91680875,97.73267063,0.1625,0.1825,0.0175,0.195,0.0125,0.215,0.0225,0.1925
test_reaction,14,5600000,22.12319822,400000,2.614697159,600,0.184533799,0.184533799,0.168279527,0.196963537,19.65619606,83.30219017,87.50439766,0.192182868,0.198875804,0.192182868,0.206524873,19.65715219,83.3031463,87.50630993,0.181322216,0.196568424,0.191922817,0.186157302,19.65684236,82.80125132,87.41396596,0.196568424,0.191922817,0.186157302,0.186118516,20.0248513,83.02456045,87.5365346,0.1825,0.2025,0.015,0.2225,0.01,0.1825,0.0175,0.1675
test_reaction,15,6000000,24.77859887,400000,2.655400648,600,0.182646638,0.192061413,0.17793925,0.209949486,19.68911924,75.448125,92.43049639,0.175114818,0.172290385,0.153460835,0.195827323,19.69006072,75.44624204,92.42767196,0.178251573,0.19550635,0.182639761,0.196800102,19.55063496,75.671824,92.93287437,0.19550635,0.182639761,0.196800102,0.189321291,19.67419523,75.76182976,92.18213365,0.1625,0.1725,0.0125,0.205,0.015,0.2025,0.025,0.205
test_reaction,16,6400000,27.42628523,400000,2.647686358,600,0.187899899,0.17279237,0.186011458,0.178457693,18.95334009,92.38915299,76.73019857,0.194509443,0.209616973,0.225668723,0.201118988,18.94389789,92.38159922,76.73397545,0.189752888,0.193311529,0.210414244,0.171090239,19.33115291,92.4390652,76.91953849,0.193311529,0.210414244,0.171090239,0.178117345,19.08866067,92.50193268,77.19079742,0.18,0.2275,0.0375,0.1925,0.035,0.1675,0.015,0.145
test_reaction,17,6800000,29.7627605,400000,2.336475275,600,0.19794774,0.225767422,0.199017728,0.147658314,21.8256108,89.82012447,101.5825002,0.209717606,0.218277508,0.18831785,0.141238387,21.83417071,89.82226444,101.5825002,0.184679123,0.220946522,0.208846236,0.174243995,22.09465217,89.64321787,101.3691036,0.220946522,0.208846236,0.174243995,0.151193009,21.71717374,89.56385924,101.8543401,0.2075,0.2025,0.0175,0.19,0.03,0.1775,0.015,0.16
test_reaction,18,7200000,32.35309461,400000,2.59033411,600,0.194955546,0.216188328,0.20750219,0.172757637,19.78991814,78.46381638,93.98401504,0.18819966,0.213292948,0.202676557,0.17468789,19.78991814,78.46960714,93.98304992,0.190637203,0.200728279,0.205067101,0.185590516,20.07282791,78.39579416,93.53353353,0.200728279,0.205067101,0.185590516,0.159264772,19.69094284,78.28879237,93.44994411,0.19,0.2125,0.0175,0.2,0.015,0.1925,0.0175,0.155
test_reaction,19,7600000,35.09181581,400000,2.738721198,600,0.201736489,0.188956802,0.205387829,0.185305463,18.13620168,71.79263086,91.89599152,0.192608141,0.176177115,0.179828454,0.166135932,18.13346318,71.78806668,91.89142735,0.203968197,0.181691671,0.186066424,0.195083341,18.16916708,72.51924813,92.05776449,0.181691671,0.186066424,0.195083341,0.177153337,18.16126351,71.54799352,92.10490661,0.165,0.195,0.025,0.1525,0.0275,0.1975,0.03,0.2075
test_reaction,20,8000000,37.69503366,400000,2.603217848,600,0.172862982,0.18918893,0.19014928,0.19206998,18.61254141,80.05284696,92.6382324,0.183426831,0.19110963,0.202633829,0.203594179,18.61638281,80.05380731,92.64111345,0.172901924,0.186880775,0.179485506,0.200319426,18.68807749,80.05150314,92.95957247,0.186880775,0.179485506,0.200319426,0.203694001,18.82648427,80.14358976,92.45256307,0.1925,0.1825,0.015,0.1825,0.025,0.2025,0.0225,0.1775
test_reaction,21,8400000,40.37420484,400000,2.679171183,600,0.197822373,0.210886114,0.179159885,0.218351109,19.85035534,79.93050289,86.05459833,0.188491129,0.206220492,0.177293636,0.203421119,19.84848909,79.92863665,86.05553145,0.163792077,0.200594352,0.178899313,0.194569504,20.05943518,79.73642806,85.7678906,0.200594352,0.178899313,0.194569504,0.204681542,20.04028223,80.10834286,85.73528746,0.1675,0.19,0.02,0.185,0.03,0.17,0.02,0.2175
test_reaction,22,8800000,43.01159611,400000,2.637391264,600,0.181998025,0.166831522,0.192424995,0.188633369,18.39222745,82.97214106,87.46900891,0.192424995,0.172518961,0.197164527,0.211383122,18.38938373,82.97308896,87.46332147,0.179758364,0.182926922,0.186668508,0.193081596,18.2926922,83.27154114,87.03515715,0.182926922,0.186668508,0.193081596,0.200918421,18.54442681,83.52528757,87.35010649,0.195,0.17,0.0275,0.185,0.0275,0.2025,0.035,0.1575
test_reaction,23,9200000,45.5496652,400000,2.538069089,600,0.198970155,0.201925157,0.19207515,0.198970155,18.65788454,84.31311069,93.24805265,0.186165145,0.195030152,0.189120147,0.188135147,18.66182454,84.31508069,93.25396265,0.191255953,0.186087095,0.18620227,0.194697663,18.60870955,84.64543835,93.3218536,0.186087095,0.18620227,0.194697663,0.185152211,18.60689926,84.1526335,93.40008286,0.1625,0.195,0.0175,0.2,0.0225,0.1975,0.02,0.185
test_reaction,24,9600000,48.15365125,400000,2.603986054,600,0.174732119,0.201613983,0.204494183,0.201613983,18.51968444,86.90234713,85.79155009,0.183372718,0.213134782,0.216975048,0.19969385,18.52160457,86.90426727,85.79155009,0.183764095,0.187644763,0.201424578,0.190153886,18.76447626,86.87919272,86.00886141,0.187644763,0.201424578,0.190153886,0.179277869,18.58440212,86.96133483,85.88907393,0.185,0.2075,0.0125,0.2075,0.0175,0.16,0.02,0.19
test_reaction,25,10000000,50.93634849,400000,2.782697242,600,0.185970645,0.184173827,0.191361098,0.194056325,19.53590178,81.47221213,77.92259852,0.18956428,0.177884964,0.185072236,0.191361098,19.53320655,81.47400895,77.92619216,0.179720924,0.196197286,0.204087769,0.168078848,19.61972855,81.03435428,77.9810744,0.196197286,0.204087769,0.168078848,0.19538694,19.38119274,81.18686429,77.47986067,0.195,0.1725,0.02,0.2125,0.0125,0.18,0.01,0.1975
test_reaction,26,10400000,53.52435193,400000,2.588003436,600,0.188369147,0.19223313,0.182573173,0.171947222,19.69375284,76.5754393,96.17452457,0.19223313,0.204791073,0.193199125,0.194165121,19.69665082,76.57157532,96.1667966,0.198861673,0.198364666,0.197503245,0.184011474,19.83646663,77.00117178,96.40959802,0.198364666,0.197503245,0.184011474,0.163415371,19.76309908,76.7356253,96.39445992,0.205,0.2025,0.0125,0.1975,0.0225,0.19,0.03,0.14
test_reaction,27,10800000,56.23521254,400000,2.710860613,600,0.196432084,0.194587651,0.193665435,0.181676622,20.42155902,72.55721635,90.71012313,0.193665435,0.191821002,0.182598839,0.173376675,20.41879237,72.56090521,90.71012313,0.210940011,0.201652101,0.178041651,0.188339001,20.16521006,72.51789714,90.28970937,0.201652101,0.178041651,0.188339001,0.163627233,20.6676499,72.65874164,90.57595332,0.1975,0.195,0.02,0.185,0.0125,0.1975,0.03,0.1625
test_reaction,28,11200000,58.9216003,400000,2.686387758,600,0.201013423,0.208458365,0.166580569,0.166580569,20.34423357,89.34581365,75.6955132,0.196360335,0.207527747,0.173094892,0.153551921,20.3460948,89.34302179,75.69923568,0.192598753,0.203521811,0.198450082,0.16366193,20.35218111,89.11732984,76.11540744,0.203521811,0.198450082,0.16366193,0.185364964,20.05073454,90.05127561,75.80171347,0.185,0.21,0.015,0.1975,0.02,0.155,0.02,0.1975
test_reaction,29,11600000,61.48396356,400000,2.562363256,600,0.195132364,0.19805935,0.16586251,0.172692142,19.24102677,81.10384018,94.05672651,0.191229717,0.18732707,0.168789495,0.179521775,19.24102677,81.10481584,94.05867784,0.187719995,0.19500847,0.201280555,0.173811663,19.50084702,80.93353014,93.97124916,0.19500847,0.201280555,0.173811663,0.185185438,19.35470589,81.09883959,94.45155788,0.175,0.1925,0.015,0.235,0.0175,0.17,0.015,0.18
test_reaction,30,12000000,64.22865166,400000,2.744688103,600,0.165774756,0.185813463,0.187635163,0.185813463,19.28361184,74.88646881,87.27585468,0.17761581,0.190367714,0.182170061,0.17852666,19.27905759,74.88646881,87.27494383,0.196278719,0.190328546,0.189978814,0.173452313,19.03285458,75.34859872,87.73643522,0.190328546,0.189978814,0.173452313,0.194379001,19.56223207,74.46745308,87.22771369,0.2075,0.16,0.0275,0.2075,0.0175,0.1625,0.0175,0.2
test_reaction,31,12400000,66.88513247,400000,2.656480815,600,0.196688791,0.177866897,0.195747696,0.189160034,20.25612219,81.66537427,85.5426844,0.188218939,0.180690181,0.194806602,0.183513465,20.25612219,81.66255098,85.54833097,0.185132205,0.202094752,0.192049229,0.168635169,20.20947521,81.37091698,86.00755534,0.202094752,0.192049229,0.168635169,0.196030647,20.02088753,81.4414896,85.76281202,0.185,0.19,0.0275,0.19,0.025,0.165,0.0025,0.215
test_reaction,32,12800000,69.2151285,400000,2.329996027,600,0.181330781,0.198498193,0.200644119,0.170601149,19.31226469,88.71903539,105.8038285,0.174893002,0.188841524,0.210300788,0.198498193,19.31655654,88.71474354,105.7952448,0.169195382,0.195575475,0.21354826,0.201093559,19.5575475,88.63488968,105.5012831,0.195575475,0.21354826,0.201093559,0.159848148,19.15921547,88.87182945,105.8092105,0.17,0.1925,0.0175,0.225,0.035,0.1875,0.0225,0.15
test_reaction,33,13200000,72.17836338,400000,2.963234878,600,0.191513675,0.181389604,0.187295312,0.205012436,17.51717368,72.11038234,78.34259165,0.198263055,0.190670002,0.178014913,0.195732037,17.51548633,72.11375703,78.34174798,0.195730426,0.176519437,0.193163891,0.179567036,17.65194366,72.29492183,78.35513885,0.176519437,0.193163891,0.179567036,0.20009447,17.76186081,72.08173123,78.12277463,0.19,0.195,0.0225,0.18,0.025,0.185,0.025,0.1775
test_reaction,34,13600000,74.74502467,400000,2.566661291,600,0.200649771,0.182143239,0.174351014,0.192857547,19.29939107,80.20828486,94.54013306,0.199675743,0.183117267,0.177273099,0.201623799,19.30328718,80.20925889,94.53915903,0.187102782,0.195897336,0.193167974,0.191805345,19.58973358,80.20267196,94.01265448,0.195897336,0.193167974,0.191805345,0.174052157,19.38539816,80.07658231,94.61084931,0.1875,0.21,0.0125,0.1875,0.0225,0.1975,0.0275,0.155
test_reaction,35,14000000,77.41138981,400000,2.66636514,600,0.203460506,0.19783487,0.184708385,0.186583597,20.33573691,76.60616204,89.80765477,0.204398112,0.194084446,0.187521203,0.184708385,20.33292409,76.60616204,89.81046758,0.194655681,0.200956039,0.185215138,0.19729496,20.09560392,76.70005506,90.01358604,0.200956039,0.185215138,0.19729496,0.163449295,20.21054731,76.72924651,89.83236724,0.19,0.19,0.02,0.205,0.0225,0.1925,0.02,0.16
test_reaction,36,14400000,80.11868055,400000,2.707290744,600,0.205001994,0.19207394,0.182839616,0.182839616,18.30335368,85.95401161,79.65343232,0.212389453,0.205001994,0.190227075,0.178222454,18.30335368,85.95401161,79.65620261,0.216108146,0.183598686,0.198376866,0.178236739,18.35986858,85.78996761,79.67920894,0.183598686,0.198376866,0.178236739,0.16766745,18.31555024,86.04427304,79.5736949,0.21,0.205,0.02,0.19,0.0225,0.1675,0.0125,0.1725
test_reaction,37,14800000,82.77727659,400000,2.658596038,600,0.190890227,0.206876108,0.202174378,0.181486767,19.07585781,78.51794594,89.72028716,0.184307805,0.180546421,0.188069189,0.187128843,19.07303677,78.51606524,89.71370474,0.205659216,0.188701995,0.195229215,0.181973438,18.8701995,78.58037957,89.87085201,0.188701995,0.195229215,0.181973438,0.171716055,19.1163572,78.52763507,89.36001115,0.1925,0.145,0.0275,0.2175,0.0275,0.2025,0.03,0.1575
test_reaction,38,15200000,85.26719456,400000,2.489917966,600,0.182736944,0.180728846,0.202817927,0.230931303,18.78575947,82.19949526,99.04342368,0.172696453,0.191773386,0.191773386,0.197797681,18.78375137,82.2025074,99.05346417,0.171407911,0.187884133,0.193796383,0.197222615,18.78841327,82.20843493,98.8188805,0.187884133,0.193796383,0.197222615,0.191790951,18.65787143,82.23653503,99.47832785,0.1675,0.1925,0.0325,0.17,0.02,0.1725,0.005,0.24
test_reaction,39,15600000,87.795235,400000,2.528040438,600,0.182948023,0.182948023,0.181959115,0.175036757,18.12471008,91.41665479,87.48871129,0.198770555,0.190859289,0.196792738,0.193826013,18.12866571,91.41566588,87.48574457,0.202313156,0.180857846,0.191235012,0.170071106,18.08578463,91.15822325,87.41371299,0.180857846,0.191235012,0.170071106,0.200924372,18.32244959,91.56593999,87.72166395,0.2075,0.1825,0.0225,0.185,0.0225,0.175,0.0125,0.1925
test_reaction,40,16000000,90.37169047,400000,2.576455472,600,0.204738644,0.196976042,0.195035391,0.196005716,18.53321376,76.76049603,97.99024388,0.190183764,0.189213439,0.185332138,0.202797994,18.53418409,76.76340701,97.98830323,0.198139332,0.188006653,0.184673372,0.189699878,18.80066531,77.03664931,98.07238469,0.188006653,0.184673372,0.189699878,0.183586579,18.60810516,76.82947878,97.54722259,0.17,0.2025,0.02,0.1875,0.015,0.2125,0.0175,0.175
test_reaction,41,16400000,92.91439021,400000,2.542699746,600,0.181893281,0.199591006,0.194674971,0.183859695,18.39186875,86.69033783,90.8030924,0.184842902,0.206473454,0.193691764,0.179926867,18.38695271,86.68738821,90.79817636,0.18943453,0.184729884,0.199356918,0.194445656,18.47298836,86.66827679,90.2771341,0.184729884,0.199356918,0.194445656,0.174186971,18.37042547,86.34547948,91.06459207,0.1775,0.2,0.0325,0.16,0.0225,0.1925,0.03,0.185
test_reaction,42,16800000,95.56309377,400000,2.648703551,600,0.187827739,0.202929467,0.193490887,0.189715455,19.27735551,84.4545249,84.27047259,0.180276875,0.192547029,0.196322461,0.183108449,19.2820748,84.45546875,84.27707959,0.167126751,0.190803814,0.210466188,0.186789041,19.08038137,84.43654976,84.04520534,0.190803814,0.210466188,0.186789041,0.185945178,19.17834219,84.14354159,84.21707949,0.1575,0.205,0.02,0.1975,0.02,0.185,0.0125,0.2025
test_reaction,43,17200000,98.32979667,400000,2.766702909,600,0.195178166,0.187949345,0.190660153,0.187045743,18.91601727,75.60081688,85.42207377,0.206925,0.200599782,0.200599782,0.204214192,18.91601727,75.59810607,85.41484494,0.181037702,0.189073815,0.197894315,0.182134287,18.90738154,75.20447305,85.57096987,0.189073815,0.197894315,0.182134287,0.192804219,19.06090474,75.58486142,85.06262203,0.19,0.2075,0.02,0.1825,0.0275,0.185,0.0325,0.155
test_reaction,44,17600000,100.9430054,400000,2.613208722,600,0.176028802,0.206642506,0.186552263,0.181768871,21.0096115,81.92323033,87.66808334,0.172202089,0.199945759,0.178898837,0.165505341,21.00769814,81.92131697,87.67382341,0.163434109,0.208299995,0.20357579,0.180658219,20.82999948,81.86532317,87.43896968,0.208299995,0.20357579,0.180658219,0.184532021,21.0487467,82.1204485,87.26606243,0.18,0.195,0.025,0.175,0.0325,0.1775,0.0175,0.1975
